"modis_date","calendar_date","band","tile","proc_date","pixel","data"
"A2015337","2015-12-03","250m_16_days_EVI","h11v05",2016004171651,1,-3000
"A2015353","2015-12-19","250m_16_days_EVI","h11v05",2018222150610,1,1546
"A2016001","2016-01-01","250m_16_days_EVI","h11v05",2016029064308,1,1546
"A2016017","2016-01-17","250m_16_days_EVI","h11v05",2016035114834,1,1610
"A2016033","2016-02-02","250m_16_days_EVI","h11v05",2016050023434,1,1812
"A2016049","2016-02-18","250m_16_days_EVI","h11v05",2016109133534,1,1870
"A2016065","2016-03-05","250m_16_days_EVI","h11v05",2016111112403,1,1888
"A2016081","2016-03-21","250m_16_days_EVI","h11v05",2017097233451,1,1803
"A2016097","2016-04-06","250m_16_days_EVI","h11v05",2016114040325,1,1995
"A2016113","2016-04-22","250m_16_days_EVI","h11v05",2016130115747,1,3384
"A2016129","2016-05-08","250m_16_days_EVI","h11v05",2016147112452,1,7081
"A2016145","2016-05-24","250m_16_days_EVI","h11v05",2016166145234,1,6906
"A2016161","2016-06-09","250m_16_days_EVI","h11v05",2016184000438,1,7316
"A2016177","2016-06-25","250m_16_days_EVI","h11v05",2016200095657,1,7627
"A2016193","2016-07-11","250m_16_days_EVI","h11v05",2016215085032,1,6765
"A2016209","2016-07-27","250m_16_days_EVI","h11v05",2016229083034,1,7344
"A2016225","2016-08-12","250m_16_days_EVI","h11v05",2016243085357,1,6728
"A2016241","2016-08-28","250m_16_days_EVI","h11v05",2016263150701,1,5791
"A2016257","2016-09-13","250m_16_days_EVI","h11v05",2016274150343,1,5404
"A2016273","2016-09-29","250m_16_days_EVI","h11v05",2016292070332,1,4635
"A2016289","2016-10-15","250m_16_days_EVI","h11v05",2016306035852,1,3269
"A2016305","2016-10-31","250m_16_days_EVI","h11v05",2016322045151,1,1952
"A2016321","2016-11-16","250m_16_days_EVI","h11v05",2016340092108,1,1816
"A2016337","2016-12-02","250m_16_days_EVI","h11v05",2016357041037,1,2169
"A2016353","2016-12-18","250m_16_days_EVI","h11v05",2017010085939,1,1362
"A2017001","2017-01-01","250m_16_days_EVI","h11v05",2017020220114,1,1469
"A2017017","2017-01-17","250m_16_days_EVI","h11v05",2017034074423,1,1686
"A2017033","2017-02-02","250m_16_days_EVI","h11v05",2017053060909,1,1510
"A2017049","2017-02-18","250m_16_days_EVI","h11v05",2017066032232,1,1900
"A2017065","2017-03-06","250m_16_days_EVI","h11v05",2017082120735,1,1764
"A2017081","2017-03-22","250m_16_days_EVI","h11v05",2017111085122,1,1803
"A2017097","2017-04-07","250m_16_days_EVI","h11v05",2017116142208,1,3239
"A2017113","2017-04-23","250m_16_days_EVI","h11v05",2017131014501,1,5591
"A2017129","2017-05-09","250m_16_days_EVI","h11v05",2017145230345,1,6956
"A2017145","2017-05-25","250m_16_days_EVI","h11v05",2017164072209,1,7872
"A2017161","2017-06-10","250m_16_days_EVI","h11v05",2017178081309,1,7259
"A2017177","2017-06-26","250m_16_days_EVI","h11v05",2017194070331,1,7556
"A2017193","2017-07-12","250m_16_days_EVI","h11v05",2017209234600,1,7135
"A2017209","2017-07-28","250m_16_days_EVI","h11v05",2017234112459,1,6430
"A2017225","2017-08-13","250m_16_days_EVI","h11v05",2017250141703,1,6118
"A2017241","2017-08-29","250m_16_days_EVI","h11v05",2017262085553,1,5129
"A2017257","2017-09-14","250m_16_days_EVI","h11v05",2017276132721,1,5164
"A2017273","2017-09-30","250m_16_days_EVI","h11v05",2017290090529,1,4610
"A2017289","2017-10-16","250m_16_days_EVI","h11v05",2017310142924,1,4129
"A2017305","2017-11-01","250m_16_days_EVI","h11v05",2017325113657,1,2768
"A2017321","2017-11-17","250m_16_days_EVI","h11v05",2017337222202,1,1567
"A2017337","2017-12-03","250m_16_days_EVI","h11v05",2017353222803,1,1773
"A2017353","2017-12-19","250m_16_days_EVI","h11v05",2018004224903,1,1529
"A2018001","2018-01-01","250m_16_days_EVI","h11v05",2018017224513,1,3718
"A2018017","2018-01-17","250m_16_days_EVI","h11v05",2018033223353,1,1419
"A2018033","2018-02-02","250m_16_days_EVI","h11v05",2018049223308,1,1730
"A2018049","2018-02-18","250m_16_days_EVI","h11v05",2018066165607,1,1710
"A2018065","2018-03-06","250m_16_days_EVI","h11v05",2018082151627,1,1875
"A2018081","2018-03-22","250m_16_days_EVI","h11v05",2018097234128,1,2008
"A2018097","2018-04-07","250m_16_days_EVI","h11v05",2018113233959,1,1793
"A2018113","2018-04-23","250m_16_days_EVI","h11v05",2018129234653,1,5172
"A2018129","2018-05-09","250m_16_days_EVI","h11v05",2018151110419,1,7292
"A2018145","2018-05-25","250m_16_days_EVI","h11v05",2018162001543,1,6946
"A2018161","2018-06-10","250m_16_days_EVI","h11v05",2018177235504,1,6980
"A2018177","2018-06-26","250m_16_days_EVI","h11v05",2018197102829,1,6119
"A2018193","2018-07-12","250m_16_days_EVI","h11v05",2018210001554,1,6726
"A2018209","2018-07-28","250m_16_days_EVI","h11v05",2018227125540,1,7153
"A2018225","2018-08-13","250m_16_days_EVI","h11v05",2018242000414,1,6413
"A2018241","2018-08-29","250m_16_days_EVI","h11v05",2018257235305,1,5783
"A2018257","2018-09-14","250m_16_days_EVI","h11v05",2018282125245,1,5551
"A2018273","2018-09-30","250m_16_days_EVI","h11v05",2018295111743,1,5421
"A2018289","2018-10-16","250m_16_days_EVI","h11v05",2018313115934,1,4720
"A2018305","2018-11-01","250m_16_days_EVI","h11v05",2018321224857,1,2469
"A2018321","2018-11-17","250m_16_days_EVI","h11v05",2018338084128,1,1827
"A2018337","2018-12-03","250m_16_days_EVI","h11v05",2018365153649,1,1496
"A2018353","2018-12-19","250m_16_days_EVI","h11v05",2019009042552,1,1487
